Name,Age,Occupation,City,State,Region,ElimWeek,Season ID,Lead Name,Lead Age,Lead Occupation,Lead City,Lead State,Lead Region,Age Difference,Same Region,target
Amy Long,27.0,Local News Reporter,Clermont,Florida,South,2.0,Bachelor 18,Juan Pablo Galavais,32.0,Professional Soccer Player,Miami,Florida,South,5.0,1,0
Chantel Forrest,27.0,Account Manager,Miami,Florida,South,2.0,Bachelor 18,Juan Pablo Galavais,32.0,Professional Soccer Player,Miami,Florida,South,5.0,1,0
Victoria Lima,24.0,Legal Assistant,Porto Alegre,Brazil,Other,2.0,Bachelor 18,Juan Pablo Galavais,32.0,Professional Soccer Player,Miami,Florida,South,8.0,0,0
Alexis Morgado,24.0,Communications Director/NHL Ice Girl,Tampa,Florida,South,1.0,Bachelor 18,Juan Pablo Galavais,32.0,Professional Soccer Player,Miami,Florida,South,8.0,1,0
Amy Jokinen,31.0,Massage Therapist,Apopka,Florida,South,1.0,Bachelor 18,Juan Pablo Galavais,32.0,Professional Soccer Player,Miami,Florida,South,1.0,1,0
Ashley Poe,25.0,Grade School Teacher,Roanoke,Texas,South,1.0,Bachelor 18,Juan Pablo Galavais,32.0,Professional Soccer Player,Miami,Florida,South,7.0,1,0
Christine Llano,23.0,Police Support Specialist,Miami,Florida,South,1.0,Bachelor 18,Juan Pablo Galavais,32.0,Professional Soccer Player,Miami,Florida,South,9.0,1,0
Kylie Lewis,23.0,Interior Designer,Rockford,Illinois,Midwest,1.0,Bachelor 18,Juan Pablo Galavais,32.0,Professional Soccer Player,Miami,Florida,South,9.0,0,0
Lacy Faddoul,25.0,Nursing Home Owner,Antelope Acres,California,West,1.0,Bachelor 18,Juan Pablo Galavais,32.0,Professional Soccer Player,Miami,Florida,South,7.0,0,0
Lauren Higginson,25.0,Mineral Coordinator,Edmond,Oklahoma,South,1.0,Bachelor 18,Juan Pablo Galavais,32.0,Professional Soccer Player,Miami,Florida,South,7.0,1,0
Maggie Gantt,25.0,Personal Banker,Wagener,South Carolina,South,1.0,Bachelor 18,Juan Pablo Galavais,32.0,Professional Soccer Player,Miami,Florida,South,7.0,1,0
Valerie Eredia,26.0,Personal Trainer,Sutter,California,West,1.0,Bachelor 18,Juan Pablo Galavais,32.0,Professional Soccer Player,Miami,Florida,South,6.0,0,0
Whitney Bischoff,29.0,Fertility Nurse,Louisville,Kentucky,South,,Bachelor 19,Chris Soules,33.0,Farmer,Arlington,Iowa,Midwest,4.0,0,1
Becca Tilley,25.0,Chiropractic Assistant,Shreveport,Louisiana,South,10.0,Bachelor 19,Chris Soules,33.0,Farmer,Arlington,Iowa,Midwest,8.0,0,0
Kaitlyn Bristowe,29.0,Dance Instructor,Leduc,Alberta,Other,9.0,Bachelor 19,Chris Soules,33.0,Farmer,Arlington,Iowa,Midwest,4.0,0,0
Jade Roper,28.0,Cosmetics Developer,Gering,Nebraska,Midwest,8.0,Bachelor 19,Chris Soules,33.0,Farmer,Arlington,Iowa,Midwest,5.0,1,0
Carly Waddell,29.0,Cruise Ship Singer,Arlington,Texas,South,7.0,Bachelor 19,Chris Soules,33.0,Farmer,Arlington,Iowa,Midwest,4.0,0,0
Britt Nilsson,27.0,Waitress,Wolcott Mills,Michigan,Midwest,7.0,Bachelor 19,Chris Soules,33.0,Farmer,Arlington,Iowa,Midwest,6.0,1,0
Megan Bell,24.0,Make-Up Artist,Nashville,Tennessee,South,6.0,Bachelor 19,Chris Soules,33.0,Farmer,Arlington,Iowa,Midwest,9.0,0,0
Kelsey Poe,28.0,Guidance Counselor,Hudsonville,Michigan,Midwest,6.0,Bachelor 19,Chris Soules,33.0,Farmer,Arlington,Iowa,Midwest,5.0,1,0
Ashley Iaconetti,26.0,Nanny/Freelance Journalist,Great Falls,Virginia,South,6.0,Bachelor 19,Chris Soules,33.0,Farmer,Arlington,Iowa,Midwest,7.0,0,0
Mackenzie Deonigi,21.0,Dental Assistant,Maple Valley,Washington,West,5.0,Bachelor 19,Chris Soules,33.0,Farmer,Arlington,Iowa,Midwest,12.0,0,0
Samantha Steffen,27.0,Fashion Designer,Indianapolis,Indiana,Midwest,5.0,Bachelor 19,Chris Soules,33.0,Farmer,Arlington,Iowa,Midwest,6.0,1,0
Ashley Salter,24.0,Hair Stylist,Vinings,Georgia,South,4.0,Bachelor 19,Chris Soules,33.0,Farmer,Arlington,Iowa,Midwest,9.0,0,0
Juelia Kinney,30.0,Esthetician,Beaverton,Oregon,West,4.0,Bachelor 19,Chris Soules,33.0,Farmer,Arlington,Iowa,Midwest,3.0,0,0
Nikki Delventhal,26.0,Former NFL Cheerleader,Hasbrouck Heights,New Jersey,Northeast,4.0,Bachelor 19,Chris Soules,33.0,Farmer,Arlington,Iowa,Midwest,7.0,0,0
Jillian Anderson,25.0,News Producer,Howland,Ohio,Midwest,4.0,Bachelor 19,Chris Soules,33.0,Farmer,Arlington,Iowa,Midwest,8.0,1,0
Amber James,29.0,Bartender,Kankakee,Illinois,Midwest,3.0,Bachelor 19,Chris Soules,33.0,Farmer,Arlington,Iowa,Midwest,4.0,1,0
Tracy Darakis,29.0,Fourth Grade Teacher,Wellington,Florida,South,3.0,Bachelor 19,Chris Soules,33.0,Farmer,Arlington,Iowa,Midwest,4.0,0,0
Trina Scherenberg,33.0,Special Education Teacher,Algonquin,Illinois,Midwest,3.0,Bachelor 19,Chris Soules,33.0,Farmer,Arlington,Iowa,Midwest,0.0,1,0
Alissa Giambrone,24.0,Flight Attendant,Hamilton,New Jersey,Northeast,2.0,Bachelor 19,Chris Soules,33.0,Farmer,Arlington,Iowa,Midwest,9.0,0,0
Jordan Branch,24.0,Student,Windsor,Colorado,West,2.0,Bachelor 19,Chris Soules,33.0,Farmer,Arlington,Iowa,Midwest,9.0,0,0
Kimberly Sherbach,28.0,Yoga Instructor,Wantagh,New York,Northeast,2.0,Bachelor 19,Chris Soules,33.0,Farmer,Arlington,Iowa,Midwest,5.0,0,0
Tandra Steiner,30.0,Executive Assistant,Sandy,Utah,West,2.0,Bachelor 19,Chris Soules,33.0,Farmer,Arlington,Iowa,Midwest,3.0,0,0
Tara Eddings,26.0,Sport Fishing Enthusiast,Fort Lauderdale,Florida,South,2.0,Bachelor 19,Chris Soules,33.0,Farmer,Arlington,Iowa,Midwest,7.0,0,0
Amanda Goerlitz,24.0,Ballet Teacher,Lake in the Hills,Illinois,Midwest,1.0,Bachelor 19,Chris Soules,33.0,Farmer,Arlington,Iowa,Midwest,9.0,1,0
Bo Stanley,25.0,Plus-Size Model,Carpinteria,California,West,1.0,Bachelor 19,Chris Soules,33.0,Farmer,Arlington,Iowa,Midwest,8.0,0,0
Brittany Fetkin,26.0,WWE Diva-in-Training,Temecula,California,West,1.0,Bachelor 19,Chris Soules,33.0,Farmer,Arlington,Iowa,Midwest,7.0,0,0
Kara Wilson,25.0,High School Soccer Coach,Brownsville,Kentucky,South,1.0,Bachelor 19,Chris Soules,33.0,Farmer,Arlington,Iowa,Midwest,8.0,0,0
Michelle Davis,25.0,Wedding Cake Baker,Provo,Utah,West,1.0,Bachelor 19,Chris Soules,33.0,Farmer,Arlington,Iowa,Midwest,8.0,0,0
Nicole Meacham,31.0,Real Estate Agent,Scottsdale,Arizona,West,1.0,Bachelor 19,Chris Soules,33.0,Farmer,Arlington,Iowa,Midwest,2.0,0,0
Reegan Cornwell,28.0,Cadaver Tissue Saleswoman,Manhattan Beach,California,West,1.0,Bachelor 19,Chris Soules,33.0,Farmer,Arlington,Iowa,Midwest,5.0,0,0
Lauren Bushnell,25.0,Flight Attendant,West Linn,Oregon,West,,Bachelor 20,Ben Higgins,26.0,Software Salesman,Warsaw,Indiana,Midwest,1.0,0,1
"Joelle ""JoJo"" Fletcher",24.0,Real Estate Developer,Dallas,Texas,South,10.0,Bachelor 20,Ben Higgins,26.0,Software Salesman,Warsaw,Indiana,Midwest,2.0,0,0
Caila Quinn,24.0,Software Sales Representative,Hudson,Ohio,Midwest,9.0,Bachelor 20,Ben Higgins,26.0,Software Salesman,Warsaw,Indiana,Midwest,2.0,1,0
Amanda Stanton,25.0,Esthetician,Rancho Santa Margarita,California,West,8.0,Bachelor 20,Ben Higgins,26.0,Software Salesman,Warsaw,Indiana,Midwest,1.0,0,0
Becca Tilley,26.0,Chiropractic Assistant,Shreveport,Louisiana,South,7.0,Bachelor 20,Ben Higgins,26.0,Software Salesman,Warsaw,Indiana,Midwest,0.0,0,0
Emily Ferguson,23.0,Waitress,Las Vegas,Nevada,West,7.0,Bachelor 20,Ben Higgins,26.0,Software Salesman,Warsaw,Indiana,Midwest,3.0,0,0
Lauren Himle,25.0,Kindergarten Teacher,Dexter,Michigan,Midwest,6.0,Bachelor 20,Ben Higgins,26.0,Software Salesman,Warsaw,Indiana,Midwest,1.0,1,0
Olivia Caridi,23.0,Former News Anchor,Bristol,Virginia,South,6.0,Bachelor 20,Ben Higgins,26.0,Software Salesman,Warsaw,Indiana,Midwest,3.0,0,0
Leah Block,25.0,Event Planner,Greenwood Village,Colorado,West,6.0,Bachelor 20,Ben Higgins,26.0,Software Salesman,Warsaw,Indiana,Midwest,1.0,0,0
Jennifer Saviano,25.0,Small Business Owner,Lauderdale Lakes,Florida,South,5.0,Bachelor 20,Ben Higgins,26.0,Software Salesman,Warsaw,Indiana,Midwest,1.0,0,0
Jubilee Sharpe,24.0,War Veteran,Fort Lauderdale,Florida,South,5.0,Bachelor 20,Ben Higgins,26.0,Software Salesman,Warsaw,Indiana,Midwest,2.0,0,0
Amber James,30.0,Bartender,Kankakee,Illinois,Midwest,4.0,Bachelor 20,Ben Higgins,26.0,Software Salesman,Warsaw,Indiana,Midwest,4.0,1,0
Rachel Tchen,23.0,Unemployed,Little Rock,Arkansas,South,4.0,Bachelor 20,Ben Higgins,26.0,Software Salesman,Warsaw,Indiana,Midwest,3.0,0,0
Haley Ferguson,23.0,Waitress,Las Vegas,Nevada,West,4.0,Bachelor 20,Ben Higgins,26.0,Software Salesman,Warsaw,Indiana,Midwest,3.0,0,0
Jami Letain,23.0,Bartender,St. Albert,Alberta,Other,3.0,Bachelor 20,Ben Higgins,26.0,Software Salesman,Warsaw,Indiana,Midwest,3.0,0,0
Shushanna Mkrtychyan,27.0,Mathematician,Salt Lake City,Utah,West,3.0,Bachelor 20,Ben Higgins,26.0,Software Salesman,Warsaw,Indiana,Midwest,1.0,0,0
Lace Morris,25.0,Real Estate Agent,Denver,Colorado,West,3.0,Bachelor 20,Ben Higgins,26.0,Software Salesman,Warsaw,Indiana,Midwest,1.0,0,0
"Amanda ""Mandi"" Kremer",28.0,Dentist,Portland,Oregon,West,2.0,Bachelor 20,Ben Higgins,26.0,Software Salesman,Warsaw,Indiana,Midwest,2.0,0,0
"Jacqueline ""Jackie"" Dion",23.0,Gerontologist,Newport Beach,California,West,2.0,Bachelor 20,Ben Higgins,26.0,Software Salesman,Warsaw,Indiana,Midwest,3.0,0,0
Samantha Passmore,26.0,Attorney,New Smyrna Beach,Florida,South,2.0,Bachelor 20,Ben Higgins,26.0,Software Salesman,Warsaw,Indiana,Midwest,0.0,0,0
"Lauren ""LB"" Barr",23.0,Fashion Buyer,Stillwater,Oklahoma,South,2.0,Bachelor 20,Ben Higgins,26.0,Software Salesman,Warsaw,Indiana,Midwest,3.0,0,0
Breanne Rice,30.0,Nutritional Therapist,Seattle,Washington,West,1.0,Bachelor 20,Ben Higgins,26.0,Software Salesman,Warsaw,Indiana,Midwest,4.0,0,0
"Isabel ""Izzy"" Goodkind",24.0,Graphic Designer,Branford,Connecticut,Northeast,1.0,Bachelor 20,Ben Higgins,26.0,Software Salesman,Warsaw,Indiana,Midwest,2.0,0,0
Jessica Moser,23.0,Accountant,Boca Raton,Florida,South,1.0,Bachelor 20,Ben Higgins,26.0,Software Salesman,Warsaw,Indiana,Midwest,3.0,0,0
Laura Esselman,24.0,Account Executive,Louisville,Kentucky,South,1.0,Bachelor 20,Ben Higgins,26.0,Software Salesman,Warsaw,Indiana,Midwest,2.0,0,0
Lauren Russell,26.0,Math Teacher,Houston,Texas,South,1.0,Bachelor 20,Ben Higgins,26.0,Software Salesman,Warsaw,Indiana,Midwest,0.0,0,0
Maegan Miller,30.0,Cowgirl,Visalia,California,West,1.0,Bachelor 20,Ben Higgins,26.0,Software Salesman,Warsaw,Indiana,Midwest,4.0,0,0
Tiara Soleim,27.0,Chicken Enthusiast,Redmond,Washington,West,1.0,Bachelor 20,Ben Higgins,26.0,Software Salesman,Warsaw,Indiana,Midwest,1.0,0,0
Alexis,23.0,Aspiring Dolphin Trainer,Secaucus,New Jersey,Northeast,5.0,Bachelor 21,Nick Viall,36.0,Software Sales Executive,Milwaukee,Wisconsin,Midwest,13.0,0,0
Angela,26.0,Model,Greenville,South Carolina,South,1.0,Bachelor 21,Nick Viall,36.0,Software Sales Executive,Milwaukee,Wisconsin,Midwest,10.0,0,0
Astrid,26.0,Plastic Surgery Office Manager,Tampa,Florida,South,4.0,Bachelor 21,Nick Viall,36.0,Software Sales Executive,Milwaukee,Wisconsin,Midwest,10.0,0,0
Briana,28.0,Surgical Unit Nurse,Salt Lake City,Utah,West,1.0,Bachelor 21,Nick Viall,36.0,Software Sales Executive,Milwaukee,Wisconsin,Midwest,8.0,0,0
Brittany,26.0,Travel Nurse,Santa Monica,California,West,3.0,Bachelor 21,Nick Viall,36.0,Software Sales Executive,Milwaukee,Wisconsin,Midwest,10.0,0,0
Christen,25.0,Wedding Videographer,Tulsa,Oklahoma,South,3.0,Bachelor 21,Nick Viall,36.0,Software Sales Executive,Milwaukee,Wisconsin,Midwest,11.0,0,0
Corinne,24.0,Business Owner,Miami,Florida,South,8.0,Bachelor 21,Nick Viall,36.0,Software Sales Executive,Milwaukee,Wisconsin,Midwest,12.0,0,0
Danielle L.,27.0,Small Business Owner,Los Angeles,California,West,6.0,Bachelor 21,Nick Viall,36.0,Software Sales Executive,Milwaukee,Wisconsin,Midwest,9.0,0,0
Danielle M.,31.0,Neonatal Nurse,Nashville,Tennessee,South,7.0,Bachelor 21,Nick Viall,36.0,Software Sales Executive,Milwaukee,Wisconsin,Midwest,5.0,0,0
Dominique,25.0,Restaurant Server,Los Angeles,California,West,3.0,Bachelor 21,Nick Viall,36.0,Software Sales Executive,Milwaukee,Wisconsin,Midwest,11.0,0,0
Liz,29.0,Doula,Las Vegas,Nevada,West,2.0,Bachelor 21,Nick Viall,36.0,Software Sales Executive,Milwaukee,Wisconsin,Midwest,7.0,0,0
Elizabeth,24.0,Marketing Manager,Dallas,Texas,South,2.0,Bachelor 21,Nick Viall,36.0,Software Sales Executive,Milwaukee,Wisconsin,Midwest,12.0,0,0
Hailey,23.0,Photographer,Vancouver,British Columbia,Other,2.0,Bachelor 21,Nick Viall,36.0,Software Sales Executive,Milwaukee,Wisconsin,Midwest,13.0,0,0
Ida Marie,23.0,Sales Manager,Harlingen,Texas,South,1.0,Bachelor 21,Nick Viall,36.0,Software Sales Executive,Milwaukee,Wisconsin,Midwest,13.0,0,0
Jaimi,28.0,Chef,New Orleans,Louisiana,South,5.0,Bachelor 21,Nick Viall,36.0,Software Sales Executive,Milwaukee,Wisconsin,Midwest,8.0,0,0
Jasmine B.,25.0,Flight Attendant,Tacoma,Washington,West,1.0,Bachelor 21,Nick Viall,36.0,Software Sales Executive,Milwaukee,Wisconsin,Midwest,11.0,0,0
Jasmine G.,29.0,Pro Basketball Dancer,San Francisco,California,West,6.0,Bachelor 21,Nick Viall,36.0,Software Sales Executive,Milwaukee,Wisconsin,Midwest,7.0,0,0
Josephine,24.0,Registered Nurse,Santa Cruz,California,West,5.0,Bachelor 21,Nick Viall,36.0,Software Sales Executive,Milwaukee,Wisconsin,Midwest,12.0,0,0
Kristina,24.0,Dental Hygienist,Lexington,Kentucky,South,7.0,Bachelor 21,Nick Viall,36.0,Software Sales Executive,Milwaukee,Wisconsin,Midwest,12.0,0,0
Lacey,25.0,Digital Marketing Manager,Manhattan,New York,Northeast,2.0,Bachelor 21,Nick Viall,36.0,Software Sales Executive,Milwaukee,Wisconsin,Midwest,11.0,0,0
Lauren,30.0,Law School Graduate,Naples,Florida,South,1.0,Bachelor 21,Nick Viall,36.0,Software Sales Executive,Milwaukee,Wisconsin,Midwest,6.0,0,0
Michelle,24.0,Food Truck Owner,Los Angeles,California,West,1.0,Bachelor 21,Nick Viall,36.0,Software Sales Executive,Milwaukee,Wisconsin,Midwest,12.0,0,0
Olivia,25.0,Apparel Sales Representative,Anchorage,Alaska,West,1.0,Bachelor 21,Nick Viall,36.0,Software Sales Executive,Milwaukee,Wisconsin,Midwest,11.0,0,0
Rachel,31.0,Attorney,Dallas,Texas,South,9.0,Bachelor 21,Nick Viall,36.0,Software Sales Executive,Milwaukee,Wisconsin,Midwest,5.0,0,0
Raven,25.0,Fashion Boutique Owner,Hoxie,Arkansas,South,10.0,Bachelor 21,Nick Viall,36.0,Software Sales Executive,Milwaukee,Wisconsin,Midwest,11.0,0,0
Sarah,26.0,Grade School Teacher,Newport Beach,California,West,4.0,Bachelor 21,Nick Viall,36.0,Software Sales Executive,Milwaukee,Wisconsin,Midwest,10.0,0,0
Susannah,26.0,Account Manager,San Diego,California,West,1.0,Bachelor 21,Nick Viall,36.0,Software Sales Executive,Milwaukee,Wisconsin,Midwest,10.0,0,0
Taylor,23.0,Mental Health Counselor,Seattle,Washington,West,5.0,Bachelor 21,Nick Viall,36.0,Software Sales Executive,Milwaukee,Wisconsin,Midwest,13.0,0,0
Vanessa,29.0,Special Education Teacher,Montreal,Quebec,Other,,Bachelor 21,Nick Viall,36.0,Software Sales Executive,Milwaukee,Wisconsin,Midwest,7.0,0,1
Whitney,25.0,Pilates Instructor,Chanhassen,Minnesota,Midwest,6.0,Bachelor 21,Nick Viall,36.0,Software Sales Executive,Milwaukee,Wisconsin,Midwest,11.0,1,0
Ryan Sutter,29.0,Firefighter,Vail,Colorado,West,,Bachelorette 1,Trista Rehn,30.0,Physical therapist,Indianapolis,Indiana,Midwest,1.0,0,1
Charlie Maher,28.0,Financial Analyst,Hermosa Beach,California,West,6.0,Bachelorette 1,Trista Rehn,30.0,Physical therapist,Indianapolis,Indiana,Midwest,2.0,0,0
Russ,30.0,Writer,San Rafael,California,West,5.0,Bachelorette 1,Trista Rehn,30.0,Physical therapist,Indianapolis,Indiana,Midwest,0.0,0,0
Greg T.,28.0,Importer,Manhattan,New York,Northeast,4.0,Bachelorette 1,Trista Rehn,30.0,Physical therapist,Indianapolis,Indiana,Midwest,2.0,0,0
Bob Guiney,31.0,Mortgage Broker,Ferndale,Michigan,Midwest,3.0,Bachelorette 1,Trista Rehn,30.0,Physical therapist,Indianapolis,Indiana,Midwest,1.0,1,0
Jamie Blyth,27.0,Professional Basketball Player,Chicago,Illinois,Midwest,3.0,Bachelorette 1,Trista Rehn,30.0,Physical therapist,Indianapolis,Indiana,Midwest,3.0,1,0
Mike,24.0,Sales and Consulting,Cincinnati,Ohio,Midwest,3.0,Bachelorette 1,Trista Rehn,30.0,Physical therapist,Indianapolis,Indiana,Midwest,6.0,1,0
Rob,29.0,Computer Programmer,Dallas,Texas,South,3.0,Bachelorette 1,Trista Rehn,30.0,Physical therapist,Indianapolis,Indiana,Midwest,1.0,0,0
Brian C.,28.0,Mortgage Broker,Dallas,Texas,South,2.0,Bachelorette 1,Trista Rehn,30.0,Physical therapist,Indianapolis,Indiana,Midwest,2.0,0,0
Brian S.,28.0,Sales Engineer,Dallas,Texas,South,2.0,Bachelorette 1,Trista Rehn,30.0,Physical therapist,Indianapolis,Indiana,Midwest,2.0,0,0
Brook,29.0,Rodeo Cowboy,Dallas,Texas,South,2.0,Bachelorette 1,Trista Rehn,30.0,Physical therapist,Indianapolis,Indiana,Midwest,1.0,0,0
Jack,27.0,Firefighter,Pepper Pike,Ohio,Midwest,2.0,Bachelorette 1,Trista Rehn,30.0,Physical therapist,Indianapolis,Indiana,Midwest,3.0,1,0
Jeff,25.0,Professional Football Player,San Diego,California,West,2.0,Bachelorette 1,Trista Rehn,30.0,Physical therapist,Indianapolis,Indiana,Midwest,5.0,0,0
Josh,31.0,Radio Advertising Executive,Boca Raton,Florida,South,2.0,Bachelorette 1,Trista Rehn,30.0,Physical therapist,Indianapolis,Indiana,Midwest,1.0,0,0
Brian H.,30.0,National Sales Manager,Cleveland,Ohio,Midwest,2.0,Bachelorette 1,Trista Rehn,30.0,Physical therapist,Indianapolis,Indiana,Midwest,0.0,1,0
Billy,28.0,Firefighter,Hermosa Beach,California,West,1.0,Bachelorette 1,Trista Rehn,30.0,Physical therapist,Indianapolis,Indiana,Midwest,2.0,0,0
Brian K.,31.0,Breast Implant Sales,San Francisco,California,West,1.0,Bachelorette 1,Trista Rehn,30.0,Physical therapist,Indianapolis,Indiana,Midwest,1.0,0,0
Chris,35.0,V.P. of Auto Parts Company,Sugarloaf,Pennsylvania,Northeast,1.0,Bachelorette 1,Trista Rehn,30.0,Physical therapist,Indianapolis,Indiana,Midwest,5.0,0,0
Duane,28.0,Flight Instructor,Chisago City,Minnesota,Midwest,1.0,Bachelorette 1,Trista Rehn,30.0,Physical therapist,Indianapolis,Indiana,Midwest,2.0,1,0
Eric,33.0,Commercial Pilot,St. Louis,Missouri,Midwest,1.0,Bachelorette 1,Trista Rehn,30.0,Physical therapist,Indianapolis,Indiana,Midwest,3.0,1,0
Gregg H.,34.0,Marble Company Owner,Freehold,New Jersey,Northeast,1.0,Bachelorette 1,Trista Rehn,30.0,Physical therapist,Indianapolis,Indiana,Midwest,4.0,0,0
Matt,42.0,Gym Owner,Marina Del Rey,California,West,1.0,Bachelorette 1,Trista Rehn,30.0,Physical therapist,Indianapolis,Indiana,Midwest,12.0,0,0
Paul,26.0,Telecommunications,Honolulu,Hawaii,West,1.0,Bachelorette 1,Trista Rehn,30.0,Physical therapist,Indianapolis,Indiana,Midwest,4.0,0,0
Peter,25.0,Construction Business Owner,Long Island,New York,Northeast,1.0,Bachelorette 1,Trista Rehn,30.0,Physical therapist,Indianapolis,Indiana,Midwest,5.0,0,0
Wayne,37.0,Commercial Pilot,Sacramento,California,West,1.0,Bachelorette 1,Trista Rehn,30.0,Physical therapist,Indianapolis,Indiana,Midwest,7.0,0,0
Ian McKee,29.0,Equity Research Sales,New York,New York,Northeast,,Bachelorette 2,Meredith Phillips,30.0,Makeup artist,Beaverton,Oregon,West,1.0,0,1
Matthew Hickl,28.0,Pharmaceutical Sales Rep,Friendswood,Texas,South,8.0,Bachelorette 2,Meredith Phillips,30.0,Makeup artist,Beaverton,Oregon,West,2.0,0,0
Chad,31.0,Pharmaceutical Sales Rep,Buffalo,New York,Northeast,6.0,Bachelorette 2,Meredith Phillips,30.0,Makeup artist,Beaverton,Oregon,West,1.0,0,0
Lanny,26.0,Stallion and Breeding Manager,Aubrey,Texas,South,5.0,Bachelorette 2,Meredith Phillips,30.0,Makeup artist,Beaverton,Oregon,West,4.0,0,0
Brad,29.0,Pharmaceutical Sales Rep,Grand Rapids,Michigan,Midwest,4.0,Bachelorette 2,Meredith Phillips,30.0,Makeup artist,Beaverton,Oregon,West,1.0,0,0
Ryan M.,30.0,Financial Advisor,Santa Barbara,California,West,4.0,Bachelorette 2,Meredith Phillips,30.0,Makeup artist,Beaverton,Oregon,West,0.0,1,0
Sean,31.0,CPA,Wall,New Jersey,Northeast,4.0,Bachelorette 2,Meredith Phillips,30.0,Makeup artist,Beaverton,Oregon,West,1.0,0,0
Rick,29.0,Business Manager,San Diego,California,West,3.0,Bachelorette 2,Meredith Phillips,30.0,Makeup artist,Beaverton,Oregon,West,1.0,1,0
Ryan R.,29.0,Sales/Marketing,Wynola,California,West,3.0,Bachelorette 2,Meredith Phillips,30.0,Makeup artist,Beaverton,Oregon,West,1.0,1,0
Todd,36.0,Options Trader,San Francisco,California,West,3.0,Bachelorette 2,Meredith Phillips,30.0,Makeup artist,Beaverton,Oregon,West,6.0,1,0
Damon,28.0,Arena Football Player,Cardiff,California,West,2.0,Bachelorette 2,Meredith Phillips,30.0,Makeup artist,Beaverton,Oregon,West,2.0,1,0
Eliot,25.0,Options Trader,Mountain View,California,West,2.0,Bachelorette 2,Meredith Phillips,30.0,Makeup artist,Beaverton,Oregon,West,5.0,1,0
Harold Hersh,29.0,Professional Hockey Player,Rock Island,Illinois,Midwest,2.0,Bachelorette 2,Meredith Phillips,30.0,Makeup artist,Beaverton,Oregon,West,1.0,0,0
Marcus,26.0,Personal Trainer,Los Angeles,California,West,2.0,Bachelorette 2,Meredith Phillips,30.0,Makeup artist,Beaverton,Oregon,West,4.0,1,0
Robert,32.0,Alliance Development,El Segundo,California,West,2.0,Bachelorette 2,Meredith Phillips,30.0,Makeup artist,Beaverton,Oregon,West,2.0,1,0
Aaron,32.0,Title and Escrow Sales,Sacramento,California,West,1.0,Bachelorette 2,Meredith Phillips,30.0,Makeup artist,Beaverton,Oregon,West,2.0,1,0
Andy Chang,33.0,Dentist,Dallas,Texas,South,1.0,Bachelorette 2,Meredith Phillips,30.0,Makeup artist,Beaverton,Oregon,West,3.0,0,0
Anselm Clinard,32.0,Art Designer,Venice,California,West,1.0,Bachelorette 2,Meredith Phillips,30.0,Makeup artist,Beaverton,Oregon,West,2.0,1,0
Brian,31.0,Attorney,Quincy,Massachusetts,Northeast,1.0,Bachelorette 2,Meredith Phillips,30.0,Makeup artist,Beaverton,Oregon,West,1.0,0,0
Chris,31.0,Accountant,Boston,Massachusetts,Northeast,1.0,Bachelorette 2,Meredith Phillips,30.0,Makeup artist,Beaverton,Oregon,West,1.0,0,0
Cory Higgins,24.0,Small Business Owner,Long Beach Island,New Jersey,Northeast,1.0,Bachelorette 2,Meredith Phillips,30.0,Makeup artist,Beaverton,Oregon,West,6.0,0,0
Jeff O'Quinn,30.0,Pharmaceutical Sales Rep,Macon,Georgia,South,1.0,Bachelorette 2,Meredith Phillips,30.0,Makeup artist,Beaverton,Oregon,West,0.0,0,0
Justin,25.0,Professional Baseball Player,Orlando,Florida,South,1.0,Bachelorette 2,Meredith Phillips,30.0,Makeup artist,Beaverton,Oregon,West,5.0,0,0
Keith,31.0,Financial Analyst,Baltimore,Maryland,South,1.0,Bachelorette 2,Meredith Phillips,30.0,Makeup artist,Beaverton,Oregon,West,1.0,0,0
Trever,35.0,Restaurateur,North Wales,Pennsylvania,Northeast,1.0,Bachelorette 2,Meredith Phillips,30.0,Makeup artist,Beaverton,Oregon,West,5.0,0,0
Jesse Csincsak,26.0,Professional snowboarder,Breckenridge,Colorado,West,,Bachelorette 4,DeAnna Pappas,28.0,Real estate agent,Breckenridge,Colorado,West,2.0,1,1
Jason Mesnick,31.0,Account executive,Cleveland,Ohio,Midwest,8.0,Bachelorette 4,DeAnna Pappas,28.0,Real estate agent,Breckenridge,Colorado,West,3.0,0,0
Jeremy Anderson,30.0,Real estate attorney,Dallas,Texas,South,7.0,Bachelorette 4,DeAnna Pappas,28.0,Real estate agent,Breckenridge,Colorado,West,2.0,0,0
Graham Bunn,29.0,Professional basketball player,Raleigh,North Carolina,South,6.0,Bachelorette 4,DeAnna Pappas,28.0,Real estate agent,Breckenridge,Colorado,West,1.0,0,0
Sean Ramey,33.0,Martial artist,Louisville,Kentucky,South,5.0,Bachelorette 4,DeAnna Pappas,28.0,Real estate agent,Breckenridge,Colorado,West,5.0,0,0
Blaine Twilley,33.0,Debt manager,Tulsa,Oklahoma,South,5.0,Bachelorette 4,DeAnna Pappas,28.0,Real estate agent,Breckenridge,Colorado,West,5.0,0,0
Brian Westendorf,31.0,High school football coach,Balch Springs,Texas,South,4.0,Bachelorette 4,DeAnna Pappas,28.0,Real estate agent,Breckenridge,Colorado,West,3.0,0,0
